,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,mean_glucose,std_glucose,kurtosis_glucose,skewness_glucose,mean_oxygen,std_oxygen,kurtosis_oxygen,skewness_oxygen,age,class
661,Chris Duncan,"Unit 6750 Box 0176
DPO AE 17702", Male,1/3/1950, White, Divorced, Sales,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.30950986269982017,0.36102666530117616,-0.22716575022407376,100.265625,43.80897532,0.233087559,0.451613454,1.142976589,13.77472089,14.14838761,215.4048643,69.0,0.0
662,Lee Harger,"99324 Harvey Loaf
South Valerie, VA 42592", Male,23/5/1992, White, Married-civ-spouse, transport-moving,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.5468421682621578,-0.049760330148127474,-0.22716575022407376,81.78125,40.45308577,0.946858853,2.283359105,3.675585284,22.46658848,7.19602178,57.11923449,27.0,0.0
663,Kenneth Mcwhorter,"1965 thomas Drives Apt. 443
East Angela, ND 15911", Male,25/12/1953, White, Separated, Exec-managerial,f,Not_in_family, 1st-4th,<=50K, United-States, Self-emp-not-inc,-2.7427672463247537,-0.307121916819555,0.5998677979906819,-1.261923599818217,-0.22716575022407376,25.78125,29.41856809,5.31328753747117,31.48669989296983,26.16722408,55.69598074,2.412768104,5.322083978999999,65.0,1.0
664,Richard Scarberry,"9523 Karen Rest
New tony, HI 79465", female,26/11/1958, White, Never-married, Sales,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.20893262289405204,-1.261923599818217,-0.22716575022407376,137.8828125,47.89239584,0.114624364,0.286009798,1.305183946,13.76090652,13.09358513,195.2222586,60.0,0.0
665,Danny Orr,"USNS torres
fPO AE 85839", Male,30/1/1973, White, Divorced, Exec-managerial,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.6748587555104943,1.6089756412038498,-0.22716575022407376,78.6328125,35.12764027,1.092337979,3.961337326,3.927257525,24.69168871,6.799293337000001,47.78228864,46.0,0.0
666,Paul Robinson,"PSC 2737, Box 3405
APO AP 85733", Male,9/1/1992, White, Separated, Other-service,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.41243360108685634,-0.049760330148127474,-0.22716575022407376,120.84375,44.63312907,0.303287509,0.6971339670000001,6.099498327999999,25.14318793,5.761929059,38.72329966,27.0,0.0
667,Howard Haro,"2230 Kimberly Grove
Brandonberg, HI 28377", Male,10/6/1974, White, Divorced, transport-moving,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.11345932309246026,-0.049760330148127474,-0.22716575022407376,95.3828125,51.40329529,0.8894955090000001,0.435109453,7.170568562000001,31.28802976,5.358360596,30.12281883,45.0,1.0
668,freddie Mederios,"936 Graham Isle Apt. 879
Port Courtneyfort, NC 08451", Male,28/5/1965, White, Married-civ-spouse, Sales,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-1.5270629776847708,0.36102666530117616,-0.22716575022407376,101.25,48.89976994,0.449719468,0.515352866,1.60451505,15.29667416,11.85783432,153.6375717,54.0,0.0
669,Charles Malone,"432 Martha Estate
New Joshua, MI 56599", Male,19/9/1966, White, Married-civ-spouse, Protective-serv,f, Husband, Some-college,>50K, United-States, Local-gov,-0.06036390113009848,-0.307121916819555,-0.010328379134324639,1.274120125253847,-0.22716575022407376,118.3046875,49.68141607,0.07330806,-0.070373954,9.404682273999999,39.802608,4.365747313,18.34004577,53.0,0.0
670,Lewis Mccord,"USCGC fischer
fPO AA 41201", Male,15/4/1961, White, Never-married, Exec-managerial,f,Not_in_family, HS-grad,>50K, United-States, Self-emp-inc,-0.44728577589804736,-0.307121916819555,0.18527304808182973,2.0294401393251413,-0.22716575022407376,82.6015625,39.44128148,0.8545667090000001,1.902458043,2.253344482,13.78460184,9.518910027999999,122.6763577,58.0,0.0
671,Charles Kittrell,"83913 Clements Mills Suite 928
East Andrewborough, PA 62323", female,16/9/1966, White, Divorced, Prof-specialty,t, Unmarried, Bachelors,<=50K, United-States, Local-gov,1.1667590804424672,-0.307121916819555,0.7541784130498811,-0.049760330148127474,-0.22716575022407376,59.0625,37.52369043,2.78725125,11.16678574,10.47324415,37.65867371,4.484587493,21.20672607,53.0,1.0
672,Howard Oates,"199 James fields
Aliview, VA 07794", Male,29/4/1963, White, Divorced, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,1.1410579872674382,1.1906280386836128,-0.22716575022407376,121.59375,50.12163915,-0.006266748000000001,-0.096982746,1.158862876,14.24903377,14.03892378,210.1119991,56.0,0.0
673,John tice,"41891 Bass Expressway
North Derek, MS 83876", Male,5/6/1955, White, Divorced, Craft-repair,f, Unmarried, HS-grad,<=50K, United-States, Local-gov,-0.44728577589804736,-0.307121916819555,-0.4230070919907189,-0.049760330148127474,-0.22716575022407376,134.0,51.60577729,0.074005503,-0.298437574,3.456521739,20.96825796,7.505008501,62.04330522,64.0,0.0
674,Christopher Adams,"6698 Wu Hill Apt. 077
Molinaberg, VA 59526", Male,27/7/1992, White, Never-married, Other-service,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.46895556876706374,-0.049760330148127474,-0.22716575022407376,138.578125,51.42266788,-0.239714543,-0.104883191,3.693143813,22.22954104,7.365290579,61.55459683,27.0,0.0
675,tyrone Campbell,"87466 Luis Greens Suite 617
Lake Madelineberg, Ct 87829", Male,31/3/1982, White, Divorced, Other-service,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.6699162938306208,-0.049760330148127474,-0.22716575022407376,108.8125,47.89062245,0.362649669,-0.032789341,2.322742475,14.64665832,8.908758107,104.883407,37.0,0.0
676,Merlin Yokoyama,"690 Melissa Plains
Baxterfort, IA 05107", Male,13/12/1984, Asian-Pac-Islander, Never-married, Craft-repair,f,Not_in_family, Some-college,<=50K, Laos, Private,-0.06036390113009848,-0.307121916819555,0.5255518511824111,-0.049760330148127474,-0.22716575022407376,108.75,38.090148,0.339955501,1.675152286,1.93645485,15.88370072,10.39525239,125.3274754,34.0,0.0
677,Mark Partridge,"57502 Jonathan Drive
West Katherine, MS 27827", Male,8/8/1957, White, Married-civ-spouse, Machine-op-inspct,f, Husband, HS-grad,>50K, United-States, Private,-0.44728577589804736,3.25609509018207,0.4898901167713544,-0.049760330148127474,-0.22716575022407376,53.53125,33.00093216,3.245248456,15.66956787,37.44147157,68.44858006,1.6939554469999998,1.566517028,62.0,1.0
678,Joshua Mcgee,"14619 David terrace
West Robert, IL 82465", Male,13/5/1953, White, Never-married, Handlers-cleaners,f,Not_in_family, 1st-4th,<=50K, Mexico, Private,-2.7427672463247537,-0.307121916819555,0.6289735958786951,1.1906280386836128,-0.22716575022407376,89.6796875,40.29887049,1.05700675,1.97204155,12.81020067,42.5175934,3.5506246310000003,12.28484441,66.0,1.0
679,Matthew Minter,"096 Jackson Drive Suite 404
Port Elizabethview, AR 52946", Male,3/10/1971, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.06538043191629768,0.6088416555221471,-0.22716575022407376,88.09375,41.10760223,0.413019876,1.197015682,1.112876254,10.62872055,15.49564965,307.2921815,48.0,0.0
680,Joseph Heinz,"92656 Amy Plain
New Lauramouth, Ut 38049", Male,5/8/1961, White, Divorced, Machine-op-inspct,f, Unmarried, Some-college,>50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.054928164070719813,1.44137329735352,-0.22716575022407376,91.625,47.58216578,0.844691022,1.324285005,1.066889632,11.21277374,15.10774817,275.2156719,58.0,0.0
681,James Angelo,"41824 Lucas Street Suite 822
Gilbertberg, fL 83075", female,22/3/1961, White, Widowed, Other-service,f, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.5394444918490038,-0.049760330148127474,-0.22716575022407376,92.96875,35.58702746,0.558490155,2.745126277,2.598662207,14.17129317,9.374419139,123.0202507,58.0,0.0
682,Michael Bartholomew,"685 Robert track Suite 296
East Amyville, tN 44427", Male,19/7/1965, White, Married-civ-spouse, Craft-repair,f, Husband, 7th-8th,<=50K, United-States, Local-gov,-2.1765498657875755,-0.307121916819555,0.23103435076531084,-0.049760330148127474,-0.22716575022407376,105.109375,36.58748812,0.209172139,2.126379806,4.267558528,26.3720864,6.641603497999999,45.37215289,54.0,0.0
683,John fallin,"PSC 2356, Box 5114
APO AE 66273", Male,11/10/1947, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, Private,1.5959913061532025,-0.307121916819555,-0.28686993385601434,0.7745746796839207,4.402072069757861,111.046875,46.57920998,0.074921715,0.153342072,2.189799331,13.82087739,10.50411024,143.4667232,72.0,0.0
684,Scott Mares,"267 Ryan turnpike
Wellsmouth, HI 05231", Male,8/9/1969, White, Married-civ-spouse, Sales,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.9613723239547423,-0.049760330148127474,-0.22716575022407376,108.4609375,46.89231386,0.27047605,0.341018939,1.758361204,16.00222514,10.88765036,130.5337639,50.0,0.0
685,Roger Navarro,"9806 Alicia Mews
fieldschester, SC 10676", female,10/5/1971, White, Never-married, Prof-specialty,f,Own_child, Some-college,<=50K, United-States, Self-emp-not-inc,-0.06036390113009848,-0.307121916819555,0.29395733076476743,-0.4574700075170363,-0.22716575022407376,135.859375,51.93727202,0.065768774,-0.366114187,20.77424749,52.77264803,2.730908619,6.6074395510000015,48.0,0.0
686,William Garcia,"0899 Jessica Well Apt. 402
West Sharon, KY 49564", Male,23/11/1964, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, Private,1.5959913061532025,3.256097167250488,-0.19142665415053206,0.36102666530117616,-0.22716575022407376,124.1484375,53.55897594,-0.001087461,-0.545208194,1.72826087,12.33569896,11.80497758,185.1615666,54.0,0.0
687,Larry Hastings,"1445 Cooper forges Suite 048
Ronnieberg, AL 47634", Male,17/7/1970, White, Never-married, Sales,f, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.9618714812916296,2.113773370374698,-0.22716575022407376,112.4140625,56.81391326,0.044618719,-0.48807664,1.372909699,10.00667345,15.73740134,200.7616097970032,49.0,0.0
688,Jeffrey Rissell,"07318 Harrell Glen Suite 884
East Daniel, NY 67865", Male,27/4/1969, White, Never-married, Craft-repair,f,Own_child, HS-grad,>50K, United-States, Private,-0.44728577589804736,3.2561070862353825,-1.350551240692641,0.6088416555221471,-0.22716575022407376,43.2890625,34.76509392,3.538731158,15.06369943,15.84197324,43.87267924,3.143695728,9.908375578,50.0,1.0
689,John Kelley,"570 Jessica Island
Leonbury, Mt 19345", Male,18/3/1979, White, Married-civ-spouse, Adm-clerical,f, Husband, HS-grad,<=50K, United-States, federal-gov,-0.44728577589804736,-0.307121916819555,1.8633136882928067,-0.049760330148127474,-0.22716575022407376,108.6171875,53.79621866,0.263389344,-0.309697444,4.620401338,26.10807968,6.229486572999999,40.34219999,40.0,0.0
690,Joey Carrizales,"69419 Ward Squares Suite 386
East Daniel, MO 87412", female,28/7/1965, White, Widowed, transport-moving,f, Unmarried, Some-college,<=50K, Outlying-US(Guam-USVI-etc), Private,-0.06036390113009848,-0.307121916819555,0.0754791750809431,-1.261923599818217,-0.22716575022407376,25.671875,29.72375664,5.487603084,34.17565468,18.38210702,45.78709981,3.0121685410000003,9.485869411,54.0,1.0
691,James Richmond,"54374 Stefanie Heights
Lake Wesleyberg, SC 46369", Male,14/8/1978, White, Married-civ-spouse, Craft-repair,f, Husband, 7th-8th,<=50K, United-States, Self-emp-not-inc,-2.1765498657875755,-0.307121916819555,1.5830306832961074,-0.4574700075170363,-0.22716575022407376,102.953125,34.38655701,0.6460910329999999,2.766828447,1.887123746,15.5796519,10.4532865,131.0590232,41.0,0.0
692,frank Schorr,"Unit 9365 Box 1965
DPO AE 70243", Male,14/4/1967, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, State-gov,-0.44728577589804736,3.25609509018207,-0.5104279224412738,-0.049760330148127474,-0.22716575022407376,62.3515625,37.78363358,3.028611424,12.85167811,41.74331104,70.71289043,1.682642485,1.705525714,52.0,1.0
693,Jimmy Darden,"08504 James Gateway Suite 285
North Roberthaven, MA 65759", Male,12/11/1955, White, Married-civ-spouse, Adm-clerical,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,1.7181800739493478,-0.2947788387586816,-0.22716575022407376,95.0625,46.81141521,0.442979978,0.35892678,1.782608696,15.71552814,12.30798033,168.9564674,63.0,0.0
694,Joseph Matos,"7953 Stephenson Island Suite 518
Stevenschester, KS 73526", Male,31/3/1963, White, Married-civ-spouse, Craft-repair,f, Husband, Some-college,<=50K, United-States, Self-emp-not-inc,-0.06036390113009848,-0.307121916819555,-1.001044102544506,0.6088416555221471,-0.22716575022407376,100.921875,46.20142878,0.685814307,0.923027231,16.70234114,50.16184536,3.121537703,8.878925279,56.0,1.0
695,William Perez,"722 Deanna Union Suite 378
Jenkinsbury, NE 26007", Male,7/2/1977, White, Never-married, transport-moving,f,Not_in_family, 5th-6th,<=50K, United-States, State-gov,-2.471127422093553,-0.307121916819555,-1.4559885890902329,-0.4574700075170363,-0.22716575022407376,84.5390625,40.82793589,1.7895637359999998,4.561213836,3.56270903,22.27417887,8.323706163999999,73.56392192,42.0,1.0
696,Jason Bradley,"5332 Singh Corner
North Melissahaven, MN 93950", Male,26/9/1983, Asian-Pac-Islander, Married-civ-spouse, Other-service,f, Husband, Bachelors,<=50K, Vietnam, Private,1.1667590804424672,-0.307121916819555,-0.36313821310733296,-0.049760330148127474,-0.22716575022407376,115.484375,49.50993972,0.011602697,-0.502665864,18.17892977,54.87693521,2.823589424,6.407846417000001,36.0,0.0
697,Jimmy fulmer,"Unit 0791 Box 5979
DPO AA 67929", female,19/1/1962, White, Never-married, Sales,f,Own_child, 11th,<=50K, United-States, Private,-1.1834549059276278,-0.307121916819555,1.8008939966951412,-1.6574119401277534,-0.22716575022407376,121.0390625,52.02003856,-0.222374527,-0.3487913,3.0,17.99419267,8.505253163999999,85.74187564,57.0,0.0
698,Paul Russell,"1495 Carr Curve
Alexandershire, IL 76650", Male,18/10/1956, White, Never-married, Sales,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.3181238093033243,-0.049760330148127474,-0.22716575022407376,55.875,33.68233959,2.734160587,12.05838952,11.1638796,40.07797458,4.024834632,16.18292524,63.0,1.0
699,Dewey frilling,"66159 turner Parks
East Shawn, NC 71800", Male,19/11/1953, White, Never-married, Sales,f,Other_relative, Some-college,<=50K, United-States, Private,-0.06036390113009848,3.255731071153938,-0.25670492503819764,-1.6574119401277534,-0.22716575022407376,123.1640625,52.59051384,0.090767139,-0.246955717,3.072742475,17.28360406,7.460259558,68.4776307,66.0,0.0
700,Brian Orozco,"72588 Shepard Spring
West Samanthahaven, Ct 07405", Male,23/6/1948, White, Married-civ-spouse, Prof-specialty,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.3915496292737995,-0.049760330148127474,-0.22716575022407376,63.7578125,43.97775469,2.52074361,7.634463751,24.5735786,60.00793234,2.317804497,4.035176101,71.0,1.0
701,timothy Grant,"PSC 9254, Box 8270
APO AP 55006", Male,29/8/1963, Black, Married-civ-spouse, Craft-repair,f, Husband, 9th,<=50K, United-States, Private,-1.8623011004352616,3.2558556176831255,-0.07916162171752432,-2.800473010391146,-0.22716575022407376,107.515625,43.74964007,0.245770573,0.67136601,1.664715719,11.42111782,12.58173187,222.7626382,56.0,0.0
702,James Kowalski,"269 Lisa fall
West David, Vt 63798", female,19/6/1956, White, Divorced, Sales,f, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.3076885216838572,-0.4574700075170363,-0.22716575022407376,52.0,41.98213906,2.247982321,5.826077561,58.13246431755801,67.9385403,0.356264573,-0.855169937,63.0,1.0
703,Joel Anthony,"PSC 4700, Box 8559
APO AP 96472", Male,24/11/1953, White, Divorced, Craft-repair,f, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.9423259271636505,-0.049760330148127474,-0.22716575022407376,127.9375,49.8102258,0.344480634,-0.212723582,15.02006689,49.71629813,3.229945068,9.082816316,65.0,0.0
704,Guy Davis,"9774 frank Corners Suite 535
Port Lanceberg, GA 66652", female,27/11/1956, White, Married-civ-spouse, Exec-managerial,f, Wife, HS-grad,<=50K, United-States, Private,-0.44728577589804736,3.2560750770275293,-0.4373560167159771,-0.049760330148127474,-0.22716575022407376,113.046875,36.07064669,0.255948783,1.442189269,3.5652173910000005,17.57701432,7.131334923,67.00053635,62.0,0.0
705,John Demers,"9661 Jo Route
Lewistown, PA 64557", Male,16/9/1965, White, Married-civ-spouse, Machine-op-inspct,f, Husband, 12th,<=50K, United-States, Private,-0.8219531813774381,-0.307121916819555,-0.6083141166396071,-0.049760330148127474,-0.22716575022407376,131.4453125,50.39249209,0.058579482,-0.012323673,4.93812709,28.68875506,6.289547306,39.97209542,54.0,0.0
706,Joe Skelton,"75067 Mullen Creek
Desireemouth, VA 10850", Male,7/6/1958, White, Never-married, Sales,f,Own_child, HS-grad,<=50K, Dominican-Republic, Private,-0.44728577589804736,-0.307121916819555,1.2171157798839354,-0.049760330148127474,-0.22716575022407376,130.0703125,51.38719192,-0.160128253,-0.209469363,2.025083612,13.1701385,10.01610903,138.32878730000002,61.0,0.0
707,Lawrence Bolinger,"USCGC Snyder
fPO AP 26449", female,9/10/1976, White, Married-civ-spouse, Sales,f, Wife, Some-college,>50K, Canada, Private,-0.06036390113009848,-0.307121916819555,-0.8589691749449355,0.940708066926159,-0.22716575022407376,110.2890625,48.79103279,0.207246515,-0.188130235,1.130434783,12.89265081,14.04214862,223.5576777,43.0,0.0
708,Santos Pope,"PSC 9604, Box 9701
APO AP 82403", female,17/12/1951, White, Married-civ-spouse, Sales,f, Wife, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.17011465748920793,0.11420449741499945,-0.22716575022407376,60.5625,34.8220364,2.739438534,12.109844699999998,19.50083612,54.50586019,2.832184644,6.919460892999999,67.0,1.0
709,Raymond Coleman,"66150 Chambers throughway
East Stephanieton, OK 98157", female,28/4/1963, White, Divorced, Prof-specialty,f,Not_in_family, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.42198242199398545,0.7745746796839207,-0.22716575022407376,15.6171875,42.25335066,4.038129399,15.77168727,101.5827759,63.54623843,0.334481081,-0.55237967,56.0,1.0
710,Alexander Endicott,"476 Gina Spring
Chelseachester, RI 33032", female,2/3/1960, White, Married-civ-spouse, Exec-managerial,f, Wife, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.497804983775217,0.7745746796839207,-0.22716575022407376,11.0390625,31.05348268,5.457770107614893,33.453765421969955,117.8377926,69.81577844,-0.000668155,-0.606891086,59.0,1.0
711,Brian Galvan,"790 Lorraine Dale
North Anne, KY 87749", Male,7/2/1947, Black, Married-civ-spouse, Sales,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.49343523093243497,-0.049760330148127474,-0.22716575022407376,89.4453125,42.77298516,0.5580023129999999,1.173264161,2.516722408,14.72270633,9.491660453,118.9226154,72.0,0.0
712,Daniel Jones,"16749 Robinson Canyon
North Lisamouth, OK 30210", Male,18/10/1976, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.24006597412727426,-0.049760330148127474,4.402072069295913,107.71875,43.39749732,0.4216119720000001,0.459642094,1.5693979930000002,14.94743409,11.508433300000002,147.0597071,43.0,0.0
713,Arthur Brown,"406 Sandra Rapid Suite 839
Joseburgh, WY 37743", female,15/7/1957, White, Never-married, Sales,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.3268088312609179,-0.049760330148127474,-0.22716575022407376,99.8984375,37.88156706,0.654938271,2.277034995,1.005852843,10.11914635,16.7361914,252.97395026396316,62.0,0.0
714,Johnnie Nuno,"8196 Ballard Garden
Lake Wyatt, MD 03876", Male,25/1/1958, White, Divorced, Exec-managerial,f,Not_in_family, Bachelors,<=50K, United-States, Self-emp-not-inc,1.1667590804424672,-0.307121916819555,0.0544554541900125,-0.21323372346394612,4.402072069541606,25.5078125,32.226788250853446,2.872564938,6.614724178,95.7358880338417,76.1636309,-0.420447708,-1.151424761,61.0,1.0
715,Mark Ray,"54106 Benjamin Lodge Apt. 122
South Michaeltown, IN 01714", Male,27/2/1961, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, Self-emp-not-inc,-0.44728577589804736,-0.307121916819555,0.6624420355340971,0.940708066926159,-0.22716575022407376,31.796875,34.8057914,4.3275622380000005,20.43281951,38.00501672,62.44372697,1.843819367,2.581170151,58.0,1.0
716,Benito Dupre,"15139 Clay Creek Apt. 059
Margaretborough, WA 81580", Male,3/2/1964, White, Married-civ-spouse, Prof-specialty,f, Husband, Some-college,<=50K, United-States, Local-gov,-0.06036390113009848,-0.307121916819555,0.8969976612422393,-1.3414280535101955,-0.22716575022407376,118.3671875,52.35349664,0.224732265,-0.041850351,9.247491639,36.61725499,4.397825589,19.1873209,55.0,0.0
717,Billy Pumphrey,"940 Peterson Groves
Lake Michael, MS 39682", female,4/3/2004, Black, Never-married, Other-service,t,Not_in_family, 11th,<=50K, United-States, Private,-1.1834549059276278,-0.307121916819555,1.1232388433442249,-0.049760330148127474,-0.22716575022407376,114.1484375,38.64988879,0.073194099,0.836099673,51.97491639,67.6123131494354,1.246016881,-0.420116178,15.0,0.0
718,Preston Petty,"PSC 3841, Box 5935
APO AP 06149", female,29/9/1970, White, Divorced, Adm-clerical,f,Not_in_family, 9th,<=50K, United-States, Private,-1.8623011004352616,-0.307121916819555,-0.6096498053369596,-0.049760330148127474,-0.22716575022407376,128.8984375,44.86748542,0.08542941800000001,0.263450104,2.445652174,15.43579505,9.550773318,112.5053097,49.0,0.0
719,Walter Wright,"40975 Joseph Hill Suite 684
Beckstad, Ct 12385", Male,18/3/1968, White, Divorced, tech-support,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,1.7126644070430757,1.6089756412038498,-0.22716575022407376,110.1953125,54.47549027,0.489785147,-0.031921393,19.28010033,56.00214376,2.8754912260000003,6.861891535,51.0,1.0
720,Charlie Rainey,"901 Carlos Drive
East Amyview, NC 46571", Male,30/3/1977, White, Married-civ-spouse, tech-support,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.009671505888767504,0.36102666530117616,-0.22716575022407376,96.515625,39.19601869,0.515466167,1.294247424,3.037625418,20.0289779,8.17559948,74.8133748,42.0,0.0
721,Benjamin tinker,"6957 fuller Junction Suite 423
East Noahmouth, MD 91481", Male,2/9/1969, White, Never-married, Adm-clerical,f,Not_in_family, Assoc-acdm,<=50K, United-States, Private,0.7472751289507462,3.255975447566005,-2.4720072542851805,-0.21323372346394612,-0.22716575022407376,126.6796875,42.52755239,-0.127676813,0.53592409,2.379598662,14.05387574,9.019084572,112.1512954,50.0,0.0
722,Donald Wills,"0431 Hinton Landing
North Georgeside, NM 49291", female,8/9/1961, White, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.833010869067966,0.36102666530117616,-0.22716575022407376,89.6796875,39.71970811,0.687681573,1.983815279,1.610367893,11.37791204,12.51309092,223.9366994,58.0,0.0
723,Larry frazier,"08234 Cindy terrace Apt. 761
East Ashleyberg, fL 14379", female,20/10/1972, Black, Divorced, Prof-specialty,f, Unmarried, Doctorate,>50K, United-States, Private,2.48196212061727,-0.307121916819555,-0.002209145460657815,-0.4574700075170363,4.40207207379473,101.6015625,42.99006787,0.320579833,0.741265168,1.825250836,12.46206543,11.43850829,176.44763659999995,47.0,0.0
724,Steve Parks,"USS Mays
fPO AA 97880", Male,13/6/1963, White, Never-married, farming-fishing,f,Own_child, Assoc-voc,<=50K, United-States, Self-emp-not-inc,0.33804302885987203,-0.307121916819555,-2.172637739221761,3.6440846894223418,-0.22716575022407376,127.4609375,46.98818042,0.432295018,-0.062568322,1.248327759,14.13330132,13.58627567,203.2464922,56.0,0.0
725,troy Mcleod,"67767 Adam Port
Lewisburgh, AZ 67680", Male,3/11/1951, White, Never-married, Craft-repair,f, Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.6770462911675337,-0.049760330148127474,-0.22716575022407376,139.84375,51.82338358,-0.073519921,-0.295464768,1.644648829,11.68704138,12.3289081,210.0924771,67.0,0.0
726,Jeffrey Parizo,"16811 Werner Lake Suite 436
South Nicole, IA 31879", Male,15/11/1968, White, Married-civ-spouse, transport-moving,f, Husband, HS-grad,<=50K, United-States, Local-gov,-0.44728577589804736,-0.307121916819555,0.4824702165853901,-0.049760330148127474,-0.22716575022407376,84.421875,41.77555531,0.7574671009999999,1.107074756,1.3361204009999998,12.02675667,14.50286266,258.1198192,50.0,0.0
727,Charles Bobrow,"47145 Eric River Apt. 492
New Stevenview, Ut 12318", Male,25/7/1966, Asian-Pac-Islander, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.12610685392552012,1.1906280386836128,-0.22716575022407376,92.5703125,36.13531072,0.5279886779999999,2.10538453,5.688963211,26.66430565,5.224111855,29.32918926,53.0,0.0
728,Chris Delgado,"827 Edwin falls Suite 418
Lake Dawn, AK 16797", Male,24/6/1983, White, Married-civ-spouse, Exec-managerial,f, Husband, Assoc-voc,>50K, United-States, Private,0.33804302885987203,-0.307121916819555,0.8982978252024194,1.6089756412038498,-0.22716575022407376,121.734375,51.33597733,0.2433902,-0.030992473,4.247491639,22.47858034,7.0271189320000005,55.46758701,36.0,0.0
729,Wayne Evans,"47985 Baker terrace Apt. 813
New Samanthaville, Mt 55134", Male,2/11/1980, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,>50K, United-States, Self-emp-inc,-0.06036390113009848,3.25609509018207,-1.1788498208804068,1.6089756412038498,-0.22716575022407376,71.8359375,41.58458574,1.36749263,3.81361683,2.822742475,21.74414967,8.886982961000001,83.68346619,38.0,1.0
730,Lester Wilke,"148 Carolyn Junction
Rogersbury, WA 83382", female,5/7/1962, White, Divorced, Sales,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-2.151957143261163,-0.21323372346394612,-0.22716575022407376,55.3359375,30.24826373,3.465647217,17.60217583,64.85953177,70.80301694925535,0.921124947,-0.550780603,57.0,1.0
731,Danilo thomas,"1809 Lopez Glens
Lake Christopher, CO 75526", female,20/5/1963, White, Never-married, Adm-clerical,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.7271800524449417,-0.049760330148127474,-0.22716575022407376,13.9453125,28.42734945,5.792747794938338,36.57623696794927,90.04845030791697,66.8475158606384,-0.271148371,-1.154878257,56.0,1.0
